name, hostname, number_of_stars (int), number_of_planets (int), orbital_period (_days), orbit_semimajor_axis (_au),radius_vs_Earth (float),mass_vs_Earth (float),eccentricity (float), insolation_flux (float), equilibrium_temperature (_K),distance (_pc)
Kepler-450 c,Kepler-450,1,3,15.41308120000,0.1324000000,2.59000000,,0.000000,187.3900,944.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308581000,,2.55000000,,,,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41313500000,,2.62000000,,0.020000,,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41312100000,0.1280000000,2.50000000,,0.000000,,905.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308120000,,,,,,,455.98200000
Kepler-450 c,Kepler-450,1,3,,,2.68000000,,,213.7310,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51447040000,0.0825000000,0.89000000,,0.000000,483.5700,1196.00,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51447040000,0.0825000000,0.89000000,,0.000000,483.5700,1196.00,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51439670000,0.0820000000,0.96000000,,0.000000,488.5200,1199.00,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51439670000,,,,,,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51450474770,,,,,,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51464000000,,0.83700000,,0.140000,,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51440000000,,,47.21050000,,,,455.98200000
Kepler-450 d,Kepler-450,1,3,,,0.99500000,,,557.2050,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51442790000,,0.94080000,17.60000000,,,,455.98200000
Kepler-450 d,Kepler-450,1,3,7.51447040000,0.0827000000,0.91000000,,,536.0000,,455.98200000
Kepler-451 c,2MASS J19383260+4603591,2,3,1460.00000000000,,,,0.290000,,,396.33200000
Kepler-451 d,2MASS J19383260+4603591,2,3,43.00000000000,,,,0.000000,,,396.33200000
Kepler-452 b,Kepler-452,1,1,,,1.51100000,,,1.0890,,551.72700000
Kepler-452 b,Kepler-452,1,1,384.84755600000,,,,,,,551.72700000
Kepler-452 b,Kepler-452,1,1,384.84755600000,0.9940000000,1.09000000,,0.000000,0.5600,220.00,551.72700000
Kepler-452 b,Kepler-452,1,1,384.84302200000,,1.50000000,,,,,551.72700000
Kepler-452 b,Kepler-452,1,1,384.84300000000,1.0460000000,1.63000000,,,1.1000,265.00,551.72700000
Kepler-452 b,Kepler-452,1,1,384.84302200000,0.9892000000,1.13000000,,0.000000,0.5600,220.00,551.72700000
Kepler-453 b,Kepler-453,2,1,240.50300000000,0.7903000000,6.20400000,16.00000000,0.035900,,,442.84600000
Kepler-454 b,Kepler-454,2,3,10.57375703000,0.0961305344,1.84200000,,0.000000,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375768000,,,,,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57000000000,,2.35389000,6.05338065,0.000000,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375702900,0.0964000000,1.86000000,,0.000000,122.0800,848.00,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375702900,0.0964000000,1.86000000,,0.000000,122.0800,848.00,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375702900,0.0961800000,1.84200000,,,115.6000,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375339000,0.0954000000,2.37000000,6.84000000,0.000000,,,230.86900000
Kepler-454 b,Kepler-454,2,3,,,2.05900000,,,116.2660,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57377509360,,,,,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375340000,0.0952800000,2.37000000,5.40000000,0.320000,117.7000,916.00,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375144700,,,,,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375702900,,1.88000000,,,,,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375702900,0.0964000000,1.86000000,,0.000000,122.0800,848.00,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57375144700,0.0964000000,2.07000000,,0.000000,120.2500,844.00,230.86900000
Kepler-454 b,Kepler-454,2,3,10.57376900000,0.0980000000,1.82000000,,0.000000,,844.00,230.86900000
Kepler-454 c,Kepler-454,2,3,523.90000000000,,,,0.021400,,,230.86900000
Kepler-454 c,Kepler-454,2,3,524.19000000000,1.2870000000,,,0.005300,,,230.86900000
Kepler-454 c,Kepler-454,2,3,525.15733700000,1.2988772110,,,0.012214,,,230.86900000
Kepler-454 d,Kepler-454,2,3,4073.00000000000,5.1000000000,,,0.089000,,,230.86900000
Kepler-454 d,Kepler-454,2,3,4806.83385200000,5.6834827480,,,0.255047,,,230.86900000
Kepler-457 d,KOI-7892,1,3,10.69211500000,0.0996000000,2.71000000,,0.000000,244.4700,1008.00,1072.30000000
Kepler-457 d,KOI-7892,1,3,10.69211500000,,,,,,,1072.30000000
Kepler-457 d,KOI-7892,1,3,10.69060040000,,2.98467257,,,,,1072.30000000
Kepler-458 c,KIC 9663113,1,2,20.74028645000,0.1540000000,4.24000000,,0.000000,95.6800,798.00,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028645000,,,,,,,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028413000,0.1460000000,3.29000000,,0.000000,57.4900,702.00,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028413000,,4.20000000,,,,,1594.74000000
Kepler-458 c,KIC 9663113,1,2,,,7.25100000,,,279.7870,,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028413000,0.1701200000,7.02300000,,,213.5000,,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74027982000,,,,,,,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74055500000,0.1500000000,3.70000000,,0.000000,,707.00,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028413000,0.1460000000,3.29000000,,0.000000,57.4900,702.00,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74028413000,0.1460000000,3.29000000,,0.000000,57.4900,702.00,1594.74000000
Kepler-458 c,KIC 9663113,1,2,20.74065771510,,,,,,,1594.74000000
Kepler-46 b,Kepler-46,1,3,,,7.35700000,,,10.9000,,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60122066000,,8.80000000,,,,,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60123371000,0.1956000000,8.46000000,,0.000000,14.2200,495.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60117937000,,,,,,,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60122066000,0.1956000000,8.83000000,,0.000000,14.2200,495.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60134000000,0.1968000000,9.05700000,1907.00000000,0.010000,,543.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60123371000,,,,,,,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60122066000,0.1956000000,8.83000000,,0.000000,14.2200,495.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.64800000000,0.1971000000,9.07929000,281.27955000,0.032100,,,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60122066000,0.1956000000,8.83000000,,0.000000,14.2200,495.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60178900000,0.1910000000,7.20000000,,0.000000,,466.00,777.06000000
Kepler-46 b,Kepler-46,1,3,33.60122066000,0.1956000000,7.57000000,,,10.6000,,777.06000000
Kepler-46 c,Kepler-46,1,3,57.01100000000,0.2799000000,,119.49900000,0.014600,,455.00,777.06000000
Kepler-46 c,Kepler-46,1,3,57.32500000000,0.2811000000,,115.05446000,0.035400,,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652078000,0.0672000000,2.17000000,,0.000000,120.4800,845.00,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76641065310,,,,,,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652078000,0.0672000000,2.17000000,,0.000000,120.4800,845.00,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652078000,0.0672100000,1.85700000,,,89.4000,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652928000,0.0672000000,1.97000000,,0.000000,120.4800,845.00,777.06000000
Kepler-46 d,Kepler-46,1,3,,,1.71200000,,,92.3460,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652928000,,,,,,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76658900000,0.0670000000,1.64000000,,,,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652078000,,2.13000000,,,,,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76652078000,0.0672000000,2.17000000,,0.000000,120.4800,845.00,777.06000000
Kepler-46 d,Kepler-46,1,3,6.76657900000,0.0660000000,1.48000000,,0.000000,,793.00,777.06000000
Kepler-460 c,KIC 5437945,1,2,220.14291300000,,,,,,,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13033570000,0.7210000000,6.10000000,,0.000000,5.4000,389.00,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13033570000,,5.52000000,,,,,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.14291300000,0.7211000000,5.94000000,,0.000000,5.4000,389.00,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13004716000,,,,,,,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13033570000,0.7210000000,6.10000000,,0.000000,5.4000,389.00,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13033570000,0.7531800000,8.18400000,,,7.4000,,1274.01000000
Kepler-460 c,KIC 5437945,1,2,220.13033570000,0.7210000000,6.10000000,,0.000000,5.4000,389.00,1274.01000000
Kepler-461 b,Kepler-461,1,1,8.31378305900,0.0789500000,3.64800000,,,266.3000,,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378305900,0.0821000000,2.69000000,,0.000000,145.5100,886.00,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378877000,,,,,,,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378305900,,2.58000000,,,,,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378305900,0.0821000000,2.69000000,,0.000000,145.5100,886.00,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31377304000,0.0821000000,2.74000000,,0.000000,145.5100,886.00,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378454150,,,,,,,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31375900000,0.0830000000,3.24000000,,0.000000,,926.00,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31377304000,,,,,,,692.15800000
Kepler-461 b,Kepler-461,1,1,,,3.76900000,,,254.9060,,692.15800000
Kepler-461 b,Kepler-461,1,1,8.31378305900,0.0821000000,2.69000000,,0.000000,145.5100,886.00,692.15800000
Kepler-462 b,Kepler-462,1,2,84.68798080000,0.4731000000,5.01000000,,0.000000,98.9100,804.00,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68739668650,,,,,,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.69000000000,,5.04405000,,0.056000,,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68781817000,,,,,,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68798080000,0.4731000000,5.01000000,,0.000000,98.9100,804.00,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68798080000,0.4731000000,5.01000000,,0.000000,98.9100,804.00,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68775240000,0.4172000000,3.37000000,,0.000000,32.9600,611.00,596.62500000
Kepler-462 b,Kepler-462,1,2,,,3.27700000,,,31.2690,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68660000000,,3.00000000,53.90000000,0.042000,,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68895000000,0.4650000000,4.70000000,,0.000000,,793.00,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68798080000,,3.77000000,,,,,596.62500000
Kepler-462 b,Kepler-462,1,2,84.68775240000,,,,,,,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58308402000,,,,,,,596.62500000
Kepler-462 c,Kepler-462,1,2,207.60350000000,0.8450000000,6.30000000,,0.000000,,588.00,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58272340000,0.8600000000,6.00000000,,0.000000,29.9300,597.00,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58293060000,0.7584000000,4.52000000,,0.000000,9.9700,453.00,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58272340000,0.8600000000,6.00000000,,0.000000,29.9300,597.00,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58272340000,0.8600000000,6.00000000,,0.000000,29.9300,597.00,596.62500000
Kepler-462 c,Kepler-462,1,2,207.62000000000,,4.00000000,6.00000000,0.110000,,,596.62500000
Kepler-462 c,Kepler-462,1,2,207.58293060000,,,,,,,596.62500000
Kepler-463 b,Kepler-463,1,1,8.98100800000,0.0800000000,3.35000000,,0.000000,,861.00,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101683300,0.0792500000,3.62000000,,,156.6000,,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101492500,,,,,,,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101683300,0.0797000000,4.95000000,,0.000000,298.9300,1060.00,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101492500,0.0780000000,3.14000000,,0.000000,141.7700,880.00,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101683300,0.0797000000,4.95000000,,0.000000,298.9300,1060.00,394.80400000
Kepler-463 b,Kepler-463,1,1,,,3.51000000,,,166.0390,,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101683300,0.0797000000,4.95000000,,0.000000,298.9300,1060.00,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101396000,,,,,,,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101683300,,3.05000000,,,,,394.80400000
Kepler-463 b,Kepler-463,1,1,8.98101318150,,,,,,,394.80400000
Kepler-464 b,Kepler-464,1,1,7.25696814100,,,,,,,667.60400000
Kepler-464 b,Kepler-464,1,1,,,3.69100000,,,495.0050,,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696244600,,,,,,,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696522400,0.0778000000,3.38000000,,0.000000,439.1800,1167.00,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696522400,0.0778000000,3.38000000,,0.000000,439.1800,1167.00,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696522400,0.0778000000,3.38000000,,0.000000,439.1800,1167.00,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696244600,0.0765000000,3.53000000,,0.000000,432.1000,1163.00,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696737000,,,,,,,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696522400,0.0793100000,3.40200000,,,447.0000,,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25699900000,0.0770000000,3.10000000,,0.000000,,1062.00,667.60400000
Kepler-464 b,Kepler-464,1,1,7.25696522400,,3.30000000,,,,,667.60400000
Kepler-465 b,Kepler-465,1,1,9.94066641200,0.0953000000,2.87000000,,0.000000,233.0400,996.00,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067246600,0.0945000000,2.80000000,,0.000000,267.6800,1032.00,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067246600,0.0919500000,2.84100000,,,238.2000,,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94066281550,,,,,,,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067246600,0.0945000000,2.80000000,,0.000000,267.6800,1032.00,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067800000,0.0970000000,3.00000000,,0.000000,,1017.00,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94066641200,,,,,,,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067535000,,,,,,,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067246600,,2.95000000,,,,,553.07700000
Kepler-465 b,Kepler-465,1,1,9.94067246600,0.0945000000,2.80000000,,0.000000,267.6800,1032.00,553.07700000
Kepler-465 b,Kepler-465,1,1,,,2.84400000,,,227.8200,,553.07700000
Kepler-466 b,Kepler-466,1,2,51.07930103920,,,,,,,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926307000,0.2643000000,2.89000000,,0.000000,16.7300,516.00,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07931000000,0.2730000000,2.86000000,,0.000000,,492.00,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926307000,0.2676900000,2.52300000,,,12.5000,,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926307000,0.2643000000,2.89000000,,0.000000,16.7300,516.00,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07925954000,,,,,,,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926307000,0.2643000000,2.89000000,,0.000000,16.7300,516.00,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926451000,0.2671000000,2.75000000,,0.000000,15.1700,503.00,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926451000,,,,,,,530.12200000
Kepler-466 b,Kepler-466,1,2,51.07926307000,,2.85000000,,,,,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70920361000,,,,,,,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921410400,0.0465000000,1.16000000,,0.000000,500.4600,1206.00,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921384600,0.0460000000,1.24000000,,0.000000,552.2100,1236.00,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921410400,,,,,,,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70922064460,,,,,,,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70919100000,0.0470000000,1.20000000,,0.000000,,1185.00,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921384600,0.0460000000,1.24000000,,0.000000,552.2100,1236.00,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921384600,0.0460000000,1.24000000,,0.000000,552.2100,1236.00,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921384600,0.0465800000,1.07700000,,,410.4000,,530.12200000
Kepler-466 c,Kepler-466,1,2,3.70921384600,,1.25000000,,,,,530.12200000
Kepler-467 b,Kepler-467,1,1,24.99304589640,,,,,,,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99320612000,,,,,,,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324319000,0.1651000000,2.29000000,,0.000000,60.8800,712.00,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99334000000,0.1670000000,1.69000000,,0.000000,,616.00,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324193000,,2.25000000,,,,,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324193000,0.1686000000,2.28000000,,0.000000,63.2400,719.00,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324193000,0.1686000000,2.28000000,,0.000000,63.2400,719.00,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324193000,0.1686000000,2.28000000,,0.000000,63.2400,719.00,466.26500000
Kepler-467 b,Kepler-467,1,1,,,2.46400000,,,72.7490,,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324319000,,,,,,,466.26500000
Kepler-467 b,Kepler-467,1,1,24.99324193000,0.1684800000,2.36400000,,,69.0000,,466.26500000
Kepler-468 b,Kepler-468,1,1,38.47876629000,0.2213000000,13.26000000,,0.000000,13.0100,484.00,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47874300000,0.2220000000,14.14000000,,0.000000,,499.00,442.87100000
Kepler-468 b,Kepler-468,1,1,,,12.27600000,,,11.2410,,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47876629000,,,,,,,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47875706700,0.2213000000,13.44000000,,0.000000,13.0100,484.00,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47875706700,0.2213000000,13.44000000,,0.000000,13.0100,484.00,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47876623130,,,,,,,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47875706700,0.2213000000,13.44000000,,0.000000,13.0100,484.00,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47876130991,,12.56093758,,,0.4963,214.07,442.87100000
Kepler-468 b,Kepler-468,1,1,38.47875706700,,13.34000000,,,,,442.87100000
Kepler-47 b,Kepler-47,2,3,49.46430000000,0.2877000000,3.05000000,2.07000000,0.021000,,,1025.02000000
Kepler-47 b,Kepler-47,2,3,49.53200000000,0.2962000000,3.03000000,636.00000000,0.035000,,,1025.02000000
Kepler-47 c,Kepler-47,2,3,303.22700000000,0.9638000000,4.65000000,3.17000000,0.044000,,,1025.02000000
Kepler-47 c,Kepler-47,2,3,303.13700000000,0.9910000000,4.62000000,8899.00000000,0.411000,,,1025.02000000
Kepler-47 d,Kepler-47,2,3,187.36600000000,0.6992000000,7.04000000,19.02000000,0.024000,,,1025.02000000
Kepler-471 b,Kepler-471,1,1,5.01423473300,0.0626000000,10.63000000,,0.000000,692.1300,1308.00,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423457500,0.0629000000,10.53000000,,0.000000,642.3300,1284.00,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423387610,,,,,,,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423250000,0.0600000000,9.00000000,,0.000000,,1225.00,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01419910866,,13.49117281,,,1233.0980,1511.36,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423457500,,14.96000000,,,,,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423457500,0.0629000000,10.53000000,,0.000000,642.3300,1284.00,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423457500,0.0629000000,10.53000000,,0.000000,642.3300,1284.00,1249.41000000
Kepler-471 b,Kepler-471,1,1,,,13.64900000,,,1146.8780,,1249.41000000
Kepler-471 b,Kepler-471,1,1,5.01423473300,,,,,,,1249.41000000
Kepler-472 b,Kepler-472,1,1,4.17625551400,0.0479000000,3.22000000,,0.000000,140.1700,878.00,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625619000,,,,,,,306.60200000
Kepler-472 b,Kepler-472,1,1,,,3.09400000,,,139.2360,,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625419100,0.0483000000,3.07000000,,0.000000,139.4800,876.00,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625419100,,,,,,,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625551400,,3.22000000,,,,,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625990000,0.0480000000,3.03000000,,0.000000,,890.00,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17622162870,,,,,,,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625551400,0.0482300000,3.18000000,,,137.1000,,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625551400,0.0479000000,3.22000000,,0.000000,140.1700,878.00,306.60200000
Kepler-472 b,Kepler-472,1,1,4.17625551400,0.0479000000,3.22000000,,0.000000,140.1700,878.00,306.60200000
Kepler-473 b,Kepler-473,1,1,14.55731705000,0.1204800000,5.76800000,,,226.7000,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55730897000,,,,,,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55731705000,,4.08000000,,,,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55732189790,,,,,,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55730433000,,,,,,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55731705000,0.1176000000,5.04000000,,0.000000,178.0200,932.00,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55731705000,0.1176000000,5.04000000,,0.000000,178.0200,932.00,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55731705000,0.1176000000,5.04000000,,0.000000,178.0200,932.00,905.93700000
Kepler-473 b,Kepler-473,1,1,,,5.80200000,,,243.3760,,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55730897000,0.1186000000,4.32000000,,0.000000,141.0000,879.00,905.93700000
Kepler-473 b,Kepler-473,1,1,14.55733900000,0.1200000000,5.51000000,,0.000000,,962.00,905.93700000
Kepler-474 b,Kepler-474,1,1,,,4.51200000,,,671.0640,,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66067293500,0.0603000000,3.80000000,,0.000000,474.6100,1190.00,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66067293500,0.0603000000,3.80000000,,0.000000,474.6100,1190.00,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66067293500,0.0609200000,4.53500000,,,640.4000,,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66066942900,0.0606000000,3.24000000,,0.000000,365.5300,1115.00,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66067293500,,3.06000000,,,,,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66069100000,0.0610000000,3.74000000,,0.000000,,1164.00,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66067293500,0.0603000000,3.80000000,,0.000000,474.6100,1190.00,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66066942900,,,,,,,841.49600000
Kepler-474 b,Kepler-474,1,1,5.66066851000,,,,,,,841.49600000
Kepler-475 b,Kepler-475,1,1,3.10550818900,0.0387000000,2.66000000,,0.000000,251.8900,1016.00,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550818900,0.0387000000,2.66000000,,0.000000,251.8900,1016.00,280.06900000
Kepler-475 b,Kepler-475,1,1,,,2.65000000,,,215.4620,,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550783500,0.0399000000,2.68000000,,0.000000,217.9100,980.00,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550783500,,,,,,,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550818900,0.0398900000,2.47000000,,,213.6000,,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550910000,0.0390000000,2.68000000,,0.000000,,981.00,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550818900,0.0387000000,2.66000000,,0.000000,251.8900,1016.00,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550746000,,,,,,,280.06900000
Kepler-475 b,Kepler-475,1,1,3.10550818900,,2.49000000,,,,,280.06900000
Kepler-476 b,Kepler-476,1,1,14.00640607000,0.1151000000,2.80000000,,0.000000,81.7300,767.00,813.53500000
Kepler-476 b,Kepler-476,1,1,14.00640607000,0.1151000000,2.80000000,,0.000000,81.7300,767.00,813.53500000
